CreditScoreScaled,Germany,Spain,GenderCoded,AgeScaled,Tenure,BalanceScaled,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalaryScaled,Exited
0.334,0,1,0,0.14864864864864866,5,0.0,2,1,0,0.5170058740609728,0
0.668,0,0,0,0.12162162162162163,9,0.4884455278236674,2,0,1,0.6891870173601579,0
0.54,0,1,0,0.33783783783783783,2,0.0,2,1,0,0.10330246538544428,0
0.814,0,0,1,0.14864864864864866,8,0.5193602310802765,1,1,0,0.3873259896320098,0
0.778,0,0,0,0.12162162162162163,6,0.0,1,1,1,0.28783148790709506,0
0.624,0,1,0,0.3108108108108108,4,0.36010943726195765,1,1,0,0.3794015828511622,1
0.018,0,0,0,0.35135135135135137,6,0.513147349985805,1,1,0,0.734790822523551,1
0.444,0,1,1,0.06756756756756757,2,0.5056775043604358,1,0,1,0.3351747091847271,0
0.742,0,0,1,0.6891891891891891,2,0.4321443419517462,1,1,1,0.8921190473690237,0
0.714,0,0,1,0.1891891891891892,9,0.0,2,0,0,0.15399190622704464,0
0.188,0,0,0,0.2972972972972973,5,0.33619255531199943,1,1,0,0.7191895826051388,0
0.346,0,0,0,0.7432432432432432,7,0.0,2,0,0,0.6544240975013113,1
0.67,1,0,0,0.16216216216216217,4,0.3386179623766766,2,0,1,0.9717535024594849,0
0.646,1,0,0,0.14864864864864866,4,0.3949705635463387,1,1,1,0.04893022283628086,0
0.306,1,0,1,0.16216216216216217,10,0.5445340377043125,2,0,0,0.23651588726723397,0
0.27,1,0,0,0.16216216216216217,5,0.6248420623688287,1,1,1,0.7057505491774464,0
0.898,1,0,1,0.13513513513513514,7,0.668232787264343,2,1,1,0.555686418052924,0
0.47,0,1,0,0.20270270270270271,8,0.0,2,1,0,0.5709069716157893,0
0.514,1,0,0,0.08108108108108109,2,0.4363665741736017,2,0,1,0.637806860555183,0
0.342,1,0,0,0.2972972972972973,9,0.5360932799448573,1,1,0,0.09036102947831516,0
0.37,0,0,0,0.35135135135135137,2,0.4560730613772309,1,1,1,0.681658498386596,0
0.748,0,1,1,0.36486486486486486,5,0.33435304350065,1,0,1,0.17056743919044265,0
0.34,1,0,1,0.1891891891891892,5,0.4385436732499638,1,1,0,0.2812024048296612,0
0.692,0,1,1,0.3108108108108108,9,0.5082691143643222,1,0,1,0.9571206050177792,0
0.614,1,0,1,0.16216216216216217,1,0.5570474051835149,2,1,1,0.11654262982114791,0
0.506,0,1,0,0.32432432432432434,8,0.3651327915648939,1,0,0,0.7233876835237765,1
0.752,0,0,0,0.32432432432432434,2,0.4363197424101554,1,0,1,0.8758309918597225,0
0.482,0,0,0,0.28378378378378377,4,0.5998476911482268,1,1,0,0.07459322365285884,0
0.884,1,0,0,0.5540540540540541,9,0.40498423084846924,1,0,0,0.8074151581476031,1
0.4,0,0,1,0.527027027027027,5,0.0,1,1,1,0.6675155477348087,0
0.502,0,0,0,0.10810810810810811,8,0.31443934069007856,1,1,1,0.11847101398183524,0
0.94,0,0,0,0.14864864864864866,3,0.3282003462043095,1,0,1,0.5799243827785553,0
0.634,0,0,1,0.40540540540540543,2,0.0,1,1,0,0.21610873838451566,0
0.446,0,1,0,0.35135135135135137,4,0.0,1,1,1,0.47430204584537816,0
0.81,0,0,1,0.5945945945945946,1,0.5089968201830473,2,0,1,0.7118985363102176,0
0.404,0,0,0,0.3108108108108108,9,0.49561692558121906,1,1,0,0.6781831164876245,0
0.496,0,1,1,0.35135135135135137,8,0.0,2,1,0,0.7424525042141524,0
0.452,1,0,1,0.13513513513513514,1,0.47563650245404415,2,0,1,0.2948545086055718,0
0.64,0,0,0,0.17567567567567569,9,0.0,1,0,1,0.3812526596289945,0
0.308,1,0,1,0.5135135135135135,9,0.41537701622200474,1,0,0,0.2792561689641361,1
0.856,0,0,0,0.6351351351351351,7,0.0,1,1,1,0.389315429623529,0
0.416,1,0,1,0.28378378378378377,10,0.5769554483256528,1,1,0,0.1143438198347942,1
0.554,0,1,1,0.35135135135135137,6,0.0,1,1,1,0.5723445089006,0
0.666,0,0,1,0.33783783783783783,8,0.0,1,1,0,0.4837622992995831,0
0.412,0,0,0,0.33783783783783783,6,0.0,3,0,0,0.6257747114849468,1
0.466,0,0,0,0.2702702702702703,10,0.0,2,0,1,0.5679845425238109,0
0.71,0,0,0,0.08108108108108109,7,0.3992438124977356,1,1,0,0.6070428225895572,0
0.574,0,0,1,0.20270270270270271,2,0.5808407309916149,1,0,1,0.546091401728865,0
0.694,0,1,1,0.5135135135135135,5,0.44162165602775216,1,1,1,0.2511176317338305,1
0.41,1,0,0,0.3783783783783784,4,0.47984817261861185,1,1,0,0.8886263638177446,1
0.488,1,0,0,0.10810810810810811,6,0.5383361826309638,2,0,0,0.6560640541171681,0
0.564,0,1,1,0.17567567567567569,3,0.5442705442675949,1,1,0,0.41074547619297636,1
0.402,0,0,0,0.2702702702702703,10,0.0,2,1,1,0.0010235477488100113,0
0.674,0,0,0,0.22972972972972974,3,0.3969238267218375,1,1,1,0.00850841255339885,1
0.644,0,0,0,0.47297297297297297,7,0.0,1,1,1,0.6845583753248434,0
0.342,0,1,0,0.21621621621621623,7,0.28191155221628034,1,1,1,0.10117161188893538,1
0.672,1,0,1,0.22972972972972974,2,0.43580570900320525,2,0,1,0.43019953405550226,0
0.578,0,1,1,0.13513513513513514,8,0.0,2,1,0,0.6328078831528411,0
1.0,0,0,1,0.6486486486486487,4,0.0,2,0,1,0.32172682491177906,0
0.23,0,0,1,0.0945945945945946,2,0.3118688946575879,2,1,1,0.052308645475642915,0
0.934,0,0,0,0.5,10,0.46856271404856054,1,1,0,0.47969566093561933,1
0.456,0,0,1,0.06756756756756757,10,0.35464725937132485,1,1,1,0.6261136938577634,0
0.522,0,1,1,0.21621621621621623,4,0.0,2,1,0,0.8547766311682765,0
0.532,1,0,0,0.3108108108108108,1,0.41275949928514805,1,1,0,0.0011244573856803322,1
0.334,0,0,1,0.25675675675675674,5,0.45161300351070827,1,0,1,0.15754294535128102,0
0.574,0,1,0,0.2972972972972973,6,0.0,2,1,1,0.9080818218139832,0
0.912,0,0,0,0.1891891891891892,3,0.2541409940585837,1,1,0,0.7829823248120195,0
0.566,0,0,0,0.14864864864864866,7,0.6775195060273277,1,1,0,0.02130413454484903,0
0.548,1,0,0,0.22972972972972974,0,0.7186313773851367,2,1,0,0.8179597151527971,0
0.682,0,0,1,0.4594594594594595,3,0.0,1,1,0,0.8792444678466793,1
0.938,1,0,0,0.4189189189189189,1,0.4808998745267451,4,0,0,0.8308429455012953,1
0.436,1,0,0,0.17567567567567569,1,0.2454866834578135,2,1,1,0.308954805183895,0
0.912,0,0,1,0.40540540540540543,4,0.6564485205925641,1,1,1,0.1071497828042578,0
0.752,0,1,0,0.10810810810810811,1,0.3219640292997049,1,1,1,0.09608052569020338,0
0.404,0,0,1,0.24324324324324326,8,0.0,2,0,0,0.6627404917169589,0
0.81,1,0,0,0.16216216216216217,6,0.6146773377190715,2,0,1,0.31341478111159615,0
0.568,0,0,1,0.10810810810810811,8,0.0,1,1,0,0.10875728632084361,0
0.812,0,0,0,0.10810810810810811,5,0.40510926169266576,2,0,1,0.7723192564889947,0
0.852,0,0,1,0.25675675675675674,2,0.0,1,0,1,0.04027094587533109,0
0.598,0,0,0,0.36486486486486486,5,0.3698181201777981,1,1,0,0.8668543845937287,1
0.49,1,0,1,0.1891891891891892,8,0.5224498121926715,2,1,1,0.3471191998835888,0
0.592,0,0,1,0.16216216216216217,5,0.39065558450444965,1,1,1,0.06373388658616896,0
0.484,0,1,1,0.2702702702702703,8,0.0,2,1,0,0.902159256208968,0
0.448,0,0,1,0.10810810810810811,8,0.38844496584250604,1,1,1,0.21543102366275976,0
1.0,0,0,1,0.24324324324324326,1,0.4148185823176255,2,0,1,0.3429448512332927,0
1.0,0,1,0,0.14864864864864866,1,0.0,2,1,1,0.9900198969001539,0
0.25,0,0,0,0.3783783783783784,10,0.0,2,0,0,0.6147658101348678,1
0.584,0,0,0,0.28378378378378377,4,0.0,1,1,1,0.384084980115601,0
0.72,0,1,0,0.44594594594594594,4,0.3732868193615982,1,0,1,0.7070121696622028,1
0.492,0,1,1,0.16216216216216217,6,0.48364608913523416,4,1,0,0.20957086401751365,1
0.518,0,0,0,0.28378378378378377,8,0.5646724134089662,1,0,1,0.8783472321606713,0
0.894,0,1,0,0.17567567567567569,8,0.0,2,1,0,0.5895815550385062,0
0.308,1,0,0,0.33783783783783783,7,0.40799629044605323,1,1,0,0.9734889181916873,1
0.77,0,1,1,0.43243243243243246,9,0.0,1,0,0,0.8334084405060683,1
0.66,0,1,0,0.16216216216216217,3,0.0,1,1,0,0.8006764646023694,0
0.198,0,0,1,0.4594594594594595,6,0.0,2,0,1,0.618111129612878,0
0.67,1,0,1,0.527027027027027,7,0.40601548620796596,1,0,1,0.5674160882364265,0
0.438,0,1,1,0.2702702702702703,8,0.0,2,0,0,0.3980740660733099,0
0.562,0,0,1,0.22972972972972974,9,0.447960564386919,2,1,0,0.12231493107591772,0
0.49,1,0,0,0.0945945945945946,7,0.42475548538452407,2,0,1,0.8851555823581152,0
0.222,0,0,0,0.13513513513513514,8,0.0,1,1,1,0.5167401486841993,0
0.56,0,0,1,0.43243243243243246,1,0.32661771159756536,1,0,1,0.31800356934087204,1
0.622,0,0,0,0.17567567567567569,7,0.5745850835293326,2,1,1,0.07240296448310814,0
0.892,1,0,1,0.28378378378378377,5,0.3441671078484495,2,0,0,0.525394925215358,0
0.72,0,0,1,0.3918918918918919,5,0.6322213931560818,1,0,0,0.41748141947555983,1
0.782,0,0,1,0.1891891891891892,8,0.0,2,1,0,0.7180041693981776,0
0.512,1,0,1,0.40540540540540543,4,0.5277184852224264,1,0,0,0.18041888000304027,1
0.794,0,0,1,0.12162162162162163,10,0.0,2,0,0,0.06498775633072958,0
0.398,1,0,0,0.33783783783783783,3,0.5380099147028182,1,1,0,0.030452058171555378,0
0.452,0,0,1,0.24324324324324326,6,0.0,2,1,1,0.24153516660841107,0
0.356,0,0,1,0.25675675675675674,6,0.41360398558633904,1,1,0,0.9855961744346584,0
0.37,0,0,1,0.20270270270270271,2,0.5302564080898344,1,1,1,0.5514936676452601,0
0.45,0,1,0,0.25675675675675674,0,0.0,2,0,0,0.15052807543120364,0
0.612,0,0,1,0.28378378378378377,10,0.0,2,1,1,0.4944625211707717,0
0.18,0,0,1,0.32432432432432434,2,0.0,2,1,0,0.24909928898209777,0
0.378,0,1,1,0.2702702702702703,8,0.2848195058001438,2,1,1,0.05031715528833003,0
1.0,0,1,1,0.28378378378378377,6,0.5309491594774596,1,0,1,0.10380141303494482,0
0.592,0,0,0,0.25675675675675674,7,0.3848521126645484,1,0,0,0.8171560384016673,0
0.788,0,0,1,0.4864864864864865,6,0.3738821208244351,2,0,1,0.7003528336956178,0
0.72,0,1,0,0.24324324324324326,8,0.0,2,0,0,0.4160127792204155,0
0.388,0,0,0,0.6216216216216216,3,0.49439914030433635,1,1,1,0.5570101444687967,1
0.746,1,0,1,0.4594594594594595,5,0.5248942708172868,1,0,1,0.464353945801824,1
0.314,0,1,0,0.14864864864864866,6,0.0,2,0,1,0.4738918566723121,0
0.874,0,0,0,0.22972972972972974,1,0.4235456714716322,1,1,1,0.08298577514152601,0
0.496,0,1,1,0.3108108108108108,8,0.0,2,1,1,0.8097915850963766,0
0.892,0,0,1,0.44594594594594594,6,0.0,2,0,1,0.973701488492151,0
0.438,0,1,0,0.3108108108108108,4,0.5573592050860171,1,1,1,0.8176436849719149,0
0.722,0,0,1,0.21621621621621623,8,0.0,2,0,0,0.24126609091168205,0
0.622,1,0,1,0.22972972972972974,8,0.49461731653676594,1,1,0,0.43337588739724636,0
0.13,0,0,1,0.1891891891891892,5,0.5811426862595885,1,1,1,0.015266807980162105,0
0.456,0,1,1,0.06756756756756757,8,0.0,2,1,0,0.5606205392614994,0
0.522,0,0,0,0.10810810810810811,2,0.42849640664861177,2,1,1,0.6040080327671291,0
0.5,0,0,0,0.13513513513513514,6,0.0,2,0,1,0.2609331691176507,0
0.622,1,0,0,0.1891891891891892,1,0.5818307743992791,1,0,1,0.2831505408766537,0
1.0,0,0,0,0.25675675675675674,3,0.8480662407593458,1,0,1,0.34683962318401407,0
0.446,1,0,0,0.3918918918918919,4,0.6079060625770407,1,0,1,0.8202107801295023,1
0.828,0,1,0,0.20270270270270271,9,0.6734398416504486,1,0,1,0.5949114640448162,0
0.976,0,0,0,0.21621621621621623,8,0.0,2,1,0,0.13731556363632724,0
0.942,0,0,0,0.13513513513513514,8,0.0,1,1,1,0.18373029624329118,0
0.514,0,1,0,0.24324324324324326,4,0.3916582226672192,1,1,1,0.23204606039876804,0
0.416,0,0,1,0.2702702702702703,8,0.4503857323106764,1,1,1,0.7643770480080848,0
0.36,1,0,1,0.06756756756756757,1,0.5462810816933681,2,1,1,0.8261571480076347,0
0.608,1,0,1,0.25675675675675674,5,0.44697877134098546,1,1,0,0.37961510324235964,0
0.36,0,0,0,0.20270270270270271,4,0.5153778572009058,1,1,1,0.864676076565312,0
0.612,0,1,1,0.6891891891891891,6,0.6535525639115068,1,1,1,0.18050183792552185,0
0.34,0,1,1,0.33783783783783783,7,0.0,2,1,1,0.18097308292941972,0
0.504,1,0,0,0.32432432432432434,6,0.6313912154532544,1,1,1,0.6594373762694337,0
0.702,1,0,0,0.40540540540540543,1,0.3669724229467032,1,1,1,0.6699678819327245,0
0.606,0,1,0,0.16216216216216217,2,0.3517096921702353,2,1,1,0.48327955319733024,0
0.636,0,1,1,0.0945945945945946,8,0.0,2,1,1,0.6755670666548655,0
0.604,0,0,1,0.40540540540540543,4,0.23709351474138363,1,1,0,0.8197412852927454,1
0.578,0,1,0,0.4864864864864865,2,0.0,2,1,1,0.2691863572971218,0
0.76,0,1,0,0.4594594594594595,7,0.0,2,0,1,0.611994745498195,0
0.86,0,0,1,0.21621621621621623,1,0.0,1,1,1,0.3239932413545493,0
0.484,0,0,0,0.2702702702702703,8,0.4754042169073507,2,0,1,0.09680499487701073,0
0.556,0,0,1,0.21621621621621623,4,0.6326928594793209,2,1,1,0.6309650571629589,0
0.616,0,0,0,0.2972972972972973,7,0.5603747322269373,1,0,1,0.6773018823297624,1
1.0,0,1,0,0.14864864864864866,10,0.0,2,1,1,0.4740625729757191,0
0.33,1,0,1,0.25675675675675674,2,0.360436861037882,1,1,1,0.9418622478446692,1
0.442,0,0,0,0.22972972972972974,1,0.41763494492923403,2,0,1,0.8925899423394933,0
0.82,1,0,1,0.32432432432432434,0,0.310855176298871,2,1,1,0.4895207492315516,0
0.74,1,0,0,0.33783783783783783,10,0.4417048372109967,1,0,0,0.3642865893692847,0
0.564,1,0,1,0.32432432432432434,4,0.4767856144301458,2,1,1,0.9799299833134063,0
0.688,1,0,1,0.17567567567567569,6,0.4346489445176725,2,1,1,0.09719603222107709,1
0.418,0,1,0,0.2972972972972973,5,0.5545257040418283,1,0,1,0.16313537942873543,0
0.846,1,0,0,0.32432432432432434,8,0.6071176548215254,2,1,0,0.8586902049145693,0
0.462,0,0,1,0.2702702702702703,1,0.0,2,1,0,0.23084524572096632,0
0.348,1,0,0,0.25675675675675674,9,0.5080970524725796,2,1,0,0.8982013282268456,0
0.726,0,0,1,0.47297297297297297,6,0.45847060852475996,1,0,0,0.9576401546347676,1
0.652,0,0,1,0.2972972972972973,8,0.4543907847206011,1,1,1,0.3399668168310073,0
0.602,1,0,0,0.32432432432432434,1,0.4649168911568836,1,1,0,0.2236224559445427,1
0.734,0,1,0,0.4189189189189189,1,0.44187016330016704,2,1,1,0.6226660646091701,1
0.488,0,0,1,0.06756756756756757,5,0.6228329199317539,1,1,0,0.804861164241185,0
0.732,0,0,0,0.35135135135135137,3,0.4365448935860771,1,1,0,0.13666330134527846,1
0.636,0,0,0,0.22972972972972974,6,0.4084636913736569,1,1,1,0.2699410793730801,0
0.656,1,0,1,0.06756756756756757,10,0.4606001982717366,1,1,1,0.45815350365959945,0
0.39,0,0,1,0.06756756756756757,2,0.0,2,1,0,0.9480982433822429,0
0.526,0,0,0,0.2972972972972973,9,0.38112828997622106,2,1,1,0.3035027345111458,0
0.674,0,1,0,0.04054054054054054,8,0.0,2,1,1,0.77385270293313,0
0.73,0,0,1,0.13513513513513514,7,0.639210166964603,1,0,0,0.984301650807652,0
0.536,1,0,1,0.3108108108108108,8,0.1502713312803617,1,1,1,0.9789129861901812,0
0.742,0,0,0,0.22972972972972974,6,0.47140187476118295,1,0,1,0.015378018600776372,0
0.19,1,0,0,0.21621621621621623,7,0.5224518448904892,2,1,1,0.3530658177855985,0
0.68,0,0,1,0.2702702702702703,1,0.37647157856004404,2,0,1,0.2751384757244316,0
0.718,0,0,0,0.33783783783783783,8,0.0,2,0,0,0.840200439141938,1
0.642,0,1,0,0.32432432432432434,3,0.0,2,1,1,0.6422500848831063,0
0.376,0,0,1,0.20270270270270271,6,0.3738226145922434,1,1,1,0.9962836950928814,0
0.77,0,0,0,0.20270270270270271,4,0.0,2,1,0,0.7473869254513806,0
0.484,0,0,0,0.25675675675675674,7,0.0,2,1,1,0.6336342620720278,0
0.794,0,0,1,0.581081081081081,7,0.6216592960113806,1,0,1,0.7377838583584733,0
0.65,1,0,1,0.24324324324324326,7,0.3563596279270201,1,1,1,0.7470119396402357,0
0.564,0,1,0,0.28378378378378377,5,0.390016400682843,2,1,0,0.46766866235725507,0
0.542,0,0,1,0.28378378378378377,6,0.0,2,1,1,0.2943897642224832,0
0.342,0,1,1,0.14864864864864866,3,0.2402593818071712,1,1,0,0.7713728161039379,0
0.482,0,1,1,0.24324324324324326,7,0.5389311652392411,1,1,1,0.6101148159649246,0
0.712,1,0,0,0.13513513513513514,6,0.4979047469034141,2,1,1,0.2514618146032946,0
0.654,0,0,1,0.2702702702702703,4,0.0,2,1,0,0.9390349278356083,0
0.838,1,0,1,0.12162162162162163,7,0.7517557028831906,1,1,0,0.8567443690872478,0
0.842,0,0,1,0.1891891891891892,5,0.24839415875983753,1,1,1,0.20456458591795512,0
0.502,1,0,0,0.40540540540540543,8,0.4814014327490496,1,1,0,0.31967602906077525,1
0.64,0,0,0,0.32432432432432434,1,0.46218598156725704,2,0,1,0.1473755243625766,0
0.334,0,0,1,0.13513513513513514,2,0.45860297302382813,1,1,0,0.8953087519858146,0
0.968,0,0,0,0.4189189189189189,8,0.6401094962500512,2,1,0,0.646373528671988,0
0.442,0,0,0,0.32432432432432434,4,0.4337431982842117,3,1,0,0.2777611761923263,1
0.452,1,0,0,0.24324324324324326,8,0.6627704898032504,1,1,1,0.11648247407627425,0
0.736,0,0,0,0.17567567567567569,1,0.6084692394429946,1,0,1,0.08559347417678387,0
0.572,1,0,0,0.17567567567567569,9,0.3222212253588698,2,1,1,0.37318723938136084,0
0.432,1,0,0,0.2972972972972973,2,0.38661657408392386,2,1,0,0.7724459185852249,0
0.722,0,0,1,0.6216216216216216,4,0.0,2,1,1,0.015871965772731294,0
0.448,0,0,0,0.28378378378378377,2,0.4883441320737037,2,1,0,0.44230248988778426,0
0.538,0,0,0,0.22972972972972974,8,0.5272763535186736,1,1,0,0.3283881110646066,0
0.476,0,0,0,0.08108108108108109,0,0.0,2,1,1,0.7029396307347351,0
0.82,1,0,0,0.4189189189189189,9,0.36470181977072846,1,1,0,0.5861625785262492,1
0.63,0,0,1,0.4594594594594595,3,0.0,1,1,0,0.5806826051887954,1
0.778,1,0,1,0.14864864864864866,3,0.23669363126678247,2,1,1,0.527662291748862,0
0.582,0,0,1,0.7972972972972973,9,0.0,3,1,1,0.4075513211511699,0
0.67,1,0,0,0.04054054054054054,6,0.39042345838503595,1,1,1,0.8248522233873334,0
0.488,0,0,0,0.4189189189189189,4,0.0,2,1,1,0.11811112961287801,0
0.414,0,1,0,0.2972972972972973,4,0.0,2,0,1,0.5271600937889568,0
0.694,0,0,1,0.12162162162162163,8,0.5628726787039311,2,1,0,0.45294110587561104,0
0.612,0,0,1,0.0,10,0.604878020394655,1,0,1,0.6350743496003868,0
0.724,1,0,1,0.33783783783783783,1,0.5649693865744454,2,0,1,0.4545118058774612,0
0.678,0,1,1,0.2702702702702703,5,0.2992256338021545,1,1,1,0.04320582615639793,1
0.694,0,0,0,0.0945945945945946,4,0.6603721455193221,2,1,0,0.07728938113589846,0
0.478,0,0,1,0.2702702702702703,2,0.0,1,1,0,0.39955665766080656,0
0.35,0,1,0,0.0945945945945946,10,0.0,2,1,0,0.3467849679644405,0
0.66,0,0,1,0.35135135135135137,3,0.0,2,1,0,0.43465900993544876,0
0.534,0,0,0,0.13513513513513514,0,0.0,2,1,1,0.03793487278035052,1
0.66,0,0,1,0.1891891891891892,5,0.37051541524289805,1,1,0,0.584785947057944,0
0.624,0,1,0,0.16216216216216217,9,0.0,2,0,1,0.78944164167678,0
0.772,1,0,1,0.3783783783783784,5,0.5213786601564006,1,1,1,0.3898870342117671,1
0.614,1,0,1,0.527027027027027,8,0.42716379387344083,1,1,1,0.6318501916933067,1
0.0,0,1,1,0.4864864864864865,1,0.6085238831431519,1,1,1,0.959901220566564,1
0.534,0,0,1,0.16216216216216217,3,0.5261330207814655,1,1,0,0.71471230502513,0
0.424,0,0,1,0.22972972972972974,7,0.0,1,0,0,0.24431378196617773,0
0.71,0,1,0,0.06756756756756757,5,0.0,2,1,1,0.36563566820631366,0
0.332,0,0,0,0.20270270270270271,7,0.5073992392688202,1,1,1,0.6001862177837983,0
0.446,0,0,0,0.25675675675675674,6,0.0,2,1,0,0.9700115861064731,0
0.376,0,1,0,0.17567567567567569,0,0.0,2,0,0,0.8972960917767646,0
0.698,0,0,1,0.28378378378378377,9,0.0,1,1,0,0.4048003584342304,0
0.308,1,0,1,0.1891891891891892,8,0.6787266495332827,2,0,1,0.0782445223518846,0
0.466,0,1,1,0.3918918918918919,5,0.4087804335218335,1,1,0,0.46352686681578087,0
0.724,0,1,1,0.47297297297297297,2,0.4426538679509278,2,0,0,0.13266561956666859,0
0.552,0,1,1,0.5945945945945946,3,0.0,1,1,1,0.32502684006322596,0
0.562,0,0,0,0.21621621621621623,4,0.4957356989046828,1,1,0,0.5344576907094627,0
0.626,0,0,0,0.25675675675675674,7,0.0,1,1,1,0.9260836909924898,0
0.312,1,0,0,0.3108108108108108,3,0.23015623594424334,1,1,0,0.02012132158621148,0
0.44,1,0,0,0.43243243243243246,5,0.5153237316394079,1,1,0,0.8890542046765466,1
0.706,0,0,0,0.36486486486486486,7,0.0,2,1,1,0.3441335647554341,0
0.696,1,0,0,0.2972972972972973,8,0.6009495727926825,1,1,0,0.5736599845285224,0
0.762,0,1,1,0.3108108108108108,4,0.0,2,1,0,0.11144909338841857,0
0.55,0,0,1,0.21621621621621623,6,0.0,2,0,0,0.9864523061952416,0
0.568,0,1,1,0.17567567567567569,9,0.4329745196545737,1,1,1,0.8974576072014877,1
0.532,0,0,1,0.5540540540540541,5,0.6132414160665791,1,1,1,0.08844794677891736,0
0.3,0,0,1,0.5135135135135135,1,0.40006115630453787,1,1,0,0.5924526792308665,1
0.192,0,0,1,0.1891891891891892,8,0.0,2,0,0,0.6664704479277771,0
0.638,0,0,0,0.3918918918918919,9,0.24390994766042262,1,1,0,0.29082107341251084,0
0.462,1,0,1,0.17567567567567569,6,0.46589322381848347,1,1,0,0.5356797574168333,0
0.708,1,0,0,0.4864864864864865,6,0.5327139397513947,3,1,0,0.7253680226461626,1
0.796,0,0,1,0.35135135135135137,2,0.3703157724317471,1,0,1,0.42745912234618405,0
0.66,0,1,0,0.17567567567567569,9,0.47758733436352585,2,1,1,0.5056868930982908,0
0.61,0,0,0,0.25675675675675674,7,0.4458098505253667,2,1,0,0.052502764013963324,0
0.68,1,0,1,0.1891891891891892,0,0.42520658487276647,2,1,1,0.6895904058837619,0
0.69,1,0,1,0.2972972972972973,7,0.5540984389319185,1,0,1,0.9669500937339516,0
0.7,1,0,0,0.2972972972972973,4,0.5921570387403109,1,1,0,0.9491675455005952,1
0.846,0,0,1,0.4594594594594595,4,0.0,1,0,1,0.7205780152004517,0
0.798,0,0,1,0.32432432432432434,1,0.5172487363295591,2,0,1,0.7177031906547076,0
0.522,0,0,0,0.3783783783783784,5,0.0,1,1,0,0.3883648888468848,1
0.512,0,1,0,0.3783783783783784,8,0.0,2,1,1,0.9186195281649397,0
0.408,0,0,1,0.08108108108108109,10,0.0,1,0,0,0.46088921492002477,0
0.434,0,0,0,0.25675675675675674,7,0.0,2,1,1,0.14341029568323774,0
0.418,0,1,1,0.08108108108108109,3,0.4573168333007238,1,1,0,0.4294382113491838,1
0.488,1,0,1,0.3108108108108108,2,0.48842799082288746,2,1,1,0.2102133753773485,0
0.326,0,0,0,0.25675675675675674,6,0.0,2,1,0,0.5507063924604799,0
0.604,1,0,0,0.10810810810810811,1,0.5257447356414711,1,1,1,0.8963766539704542,0
0.66,1,0,0,0.32432432432432434,7,0.42137702204110045,1,1,1,0.4527765401595852,1
0.868,0,1,1,0.20270270270270271,10,0.0,2,1,0,0.8101318175885797,0
0.924,0,1,0,0.35135135135135137,8,0.0,3,1,0,0.33460820508358546,1
0.868,0,1,0,0.2972972972972973,8,0.0,2,1,0,0.5444505950318255,0
0.44,0,0,0,0.0,4,0.329884615701937,1,1,0,0.35903588792729696,0
0.724,0,0,0,0.32432432432432434,1,0.35011418381064596,1,0,0,0.46110408544015946,0
0.71,0,1,1,0.28378378378378377,6,0.5311364865312447,1,1,1,0.39030887449751445,0
0.662,0,1,0,0.1891891891891892,3,0.0,2,1,1,0.2983700943440098,0
0.54,0,0,1,0.3108108108108108,0,0.39029834782719947,1,1,0,0.4249842859993129,0
0.722,0,0,1,0.4594594594594595,5,0.0,1,1,1,0.7990631605318308,0
0.526,0,0,0,0.08108108108108109,7,0.5598046202743114,1,1,0,0.6450101984739542,0
0.526,1,0,0,0.02702702702702703,0,0.4677444535348994,1,0,0,0.5677848234506394,1
0.664,0,1,1,0.24324324324324326,5,0.0,2,1,1,0.7388052058971633,0
1.0,0,1,1,0.25675675675675674,4,0.54685458147569,1,1,1,0.14428382910567958,0
0.502,0,0,0,0.3108108108108108,1,0.0,2,0,1,0.803054091665754,0
0.49,0,1,1,0.22972972972972974,8,0.0,1,1,0,0.5000688065710275,1
0.65,0,1,1,0.24324324324324326,3,0.21561814201136406,2,0,1,0.2723607104478477,0
0.482,0,1,1,0.17567567567567569,8,0.0,1,1,1,0.7083964018563772,0
0.504,0,0,1,0.06756756756756757,7,0.453405125563132,2,0,0,0.4203702453584317,0
0.408,0,1,0,0.21621621621621623,8,0.0,1,0,1,0.5348983327907815,0
0.382,0,0,1,0.25675675675675674,9,0.4728490360369025,1,1,1,0.3677344186369798,0
0.312,0,0,1,0.21621621621621623,7,0.0,2,0,0,0.579207914355821,0
0.928,1,0,1,0.35135135135135137,8,0.38058807063856087,2,0,0,0.5350611483396663,0
0.666,0,0,1,0.16216216216216217,8,0.4417312224258065,2,0,0,0.12464820390347275,0
0.27,1,0,1,0.44594594594594594,7,0.5749130653007363,2,1,0,0.25553220332541754,0
0.692,1,0,0,0.17567567567567569,8,0.4863405695914226,2,1,0,0.16910144918839745,0
0.516,0,0,0,0.16216216216216217,8,0.0,2,1,0,0.6443829385706334,0
0.884,0,0,1,0.43243243243243246,9,0.0,4,1,1,0.9735391229862451,1
0.672,0,1,1,0.05405405405405406,5,0.0,2,1,0,0.794890262020023,0
0.88,1,0,1,0.32432432432432434,1,0.34212942792828754,1,1,0,0.9909503857618402,0
0.608,0,0,0,0.14864864864864866,4,0.3865113919360646,1,0,1,0.7070299713622651,0
0.204,0,0,1,0.22972972972972974,4,0.5905682263264739,1,1,1,0.0208224885476563,0
0.738,0,1,1,0.2702702702702703,0,0.0,1,1,0,0.6343850337707251,0
0.714,0,0,0,0.2972972972972973,5,0.0,2,1,0,0.20522579906381055,0
